review,rating,date,bank,source,processed_review,sentiment_label,sentiment_score,keywords,theme_cluster,themes
The app is good but it has no USSD option,4,2025-03-13,Dashen Bank,Google Play,app good ussd option,POSITIVE,0.9961440563201904,"['app', 'good', 'option']",1,['Security Features']
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen Bank,Google Play,hestorical app bank industry,NEUTRAL,0.5,"['app', 'bank']",1,['Cluster_1']
It is the best application!!!,5,2025-04-22,Dashen Bank,Google Play,good application,POSITIVE,0.999854564666748,"['good', 'application']",1,['Positive User Experience']
Better and inclusive app!,5,2025-04-21,Dashen Bank,Google Play,better inclusive app,POSITIVE,0.9957422614097595,['app'],4,['Cluster_4']
it's Be Come Busy &not working good,1,2025-03-20,Dashen Bank,Google Play,Come busy work good,POSITIVE,0.9996115565299988,"['work', 'good']",1,['Positive User Experience']
it is very good app,5,2025-04-10,Dashen Bank,Google Play,good app,POSITIVE,0.9998493194580078,"['app', 'good']",1,['Positive User Experience']
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen Bank,Google Play,transfer bank account hastle inconvenient see try,NEGATIVE,0.9971373081207275,"['bank', 'transfer', 'account']",1,['Transaction Issues']
Small size with vast features and functionalities.,5,2025-01-15,Dashen Bank,Google Play,small size vast feature functionality,NEUTRAL,0.5,[],1,['Cluster_1']
its the best ever,5,2025-05-09,Dashen Bank,Google Play,good,POSITIVE,0.9998161196708679,['good'],1,['Positive User Experience']
very easy and flexible app.,5,2025-04-21,Dashen Bank,Google Play,easy flexible app,POSITIVE,0.9994267225265503,"['app', 'easy']",1,['Positive User Experience']
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen Bank,Google Play,good mobile bank app,POSITIVE,0.9997158646583557,"['app', 'mobile', 'good', 'bank']",1,['Positive User Experience']
The best Banking app I have ever seen,5,2025-01-14,Dashen Bank,Google Play,good Banking app see,POSITIVE,0.9996402263641357,"['app', 'banking', 'good']",0,['Positive User Experience']
Always one step a head!,5,2025-01-15,Dashen Bank,Google Play,step head,NEUTRAL,0.5,[],1,['Cluster_1']
I hope it will be better than amole,5,2025-01-18,Dashen Bank,Google Play,hope well amole,POSITIVE,0.9985826015472412,[],1,['Cluster_1']
"Like Me, I Hope It Works Better Than Before.",5,2025-01-11,Dashen Bank,Google Play,like hope work well,POSITIVE,0.9997783303260803,"['work', 'like']",1,['Cluster_1']
Super smart app.,5,2025-02-18,Dashen Bank,Google Play,super smart app,POSITIVE,0.9997449517250061,['app'],4,['Cluster_4']
Great App Well done Dashen Bank,5,2025-01-15,Dashen Bank,Google Play,Great App Dashen Bank,POSITIVE,0.9978024363517761,"['app', 'bank']",1,['Cluster_1']
Always one step forward,5,2025-01-15,Dashen Bank,Google Play,step forward,NEUTRAL,0.5,[],1,['Cluster_1']
it's amazing app i have seen ever,5,2025-02-13,Dashen Bank,Google Play,amazing app see,POSITIVE,0.9998443126678467,['app'],4,['Cluster_4']
Needs some improvement,5,2025-01-20,Dashen Bank,Google Play,need improvement,NEGATIVE,0.983095109462738,['need'],1,['Cluster_1']
Better Move to catch the competition up👍,5,2025-01-16,Dashen Bank,Google Play,well catch competition,POSITIVE,0.9995355606079102,[],1,['Cluster_1']
"Good app, bad security",3,2025-02-06,Dashen Bank,Google Play,good app bad security,POSITIVE,0.890978991985321,"['app', 'good']",1,['Positive User Experience']
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Dashen Bank,Google Play,dashen yichalal ewnetem step head,NEUTRAL,0.5,[],1,['Cluster_1']
Amazing super app,5,2025-01-19,Dashen Bank,Google Play,amazing super app,POSITIVE,0.9998658895492554,['app'],4,['Cluster_4']
I only see white page,2,2025-01-23,Dashen Bank,Google Play,white page,NEUTRAL,0.5,[],1,['Cluster_1']
Always one step ahead,5,2025-01-13,Dashen Bank,Google Play,step ahead,NEUTRAL,0.5,[],1,['Cluster_1']
The best App of all,5,2025-03-17,Dashen Bank,Google Play,good App,POSITIVE,0.9998493194580078,"['app', 'good']",1,['Positive User Experience']
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen Bank,Google Play,Excellent UI UX Banking service,POSITIVE,0.9995662569999695,['banking'],0,['Cluster_0']
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen Bank,Google Play,time pay bill generate satment easily,NEGATIVE,0.7991601824760437,['time'],3,['Cluster_3']
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen Bank,Google Play,good actually work developer option,POSITIVE,0.9997861981391907,"['work', 'good', 'option']",1,['Security Features']
useless app ever loading take long,1,2025-05-27,Dashen Bank,Google Play,useless app load long,NEGATIVE,0.9997720122337341,['app'],4,['Cluster_4']
yes i want dashen super open,5,2025-05-02,Dashen Bank,Google Play,yes want dashen super open,POSITIVE,0.9973095655441284,[],1,['Cluster_1']
Wow Excellent app,5,2025-03-08,Dashen Bank,Google Play,wow Excellent app,POSITIVE,0.9998443126678467,['app'],4,['Cluster_4']
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen Bank,Google Play,dashen bank worker hide ATM Card big problem,NEGATIVE,0.9973809123039246,['bank'],1,['Cluster_1']
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank,Google Play,good work plea add water electric utility payment,POSITIVE,0.9956293106079102,"['work', 'good']",1,['Positive User Experience']
Wow amazing app,5,2025-02-21,Dashen Bank,Google Play,wow amazing app,POSITIVE,0.9998513460159302,['app'],4,['Cluster_4']
nice app ever,5,2025-04-17,Dashen Bank,Google Play,nice app,POSITIVE,0.9998061060905457,['app'],4,['Cluster_4']
Wow Dashen Super App 🚀🚀,5,2025-01-14,Dashen Bank,Google Play,wow Dashen Super App,POSITIVE,0.999432384967804,['app'],4,['Cluster_4']
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen Bank,Google Play,honest good banking lifestyle app Ethiopia,POSITIVE,0.9997100234031677,"['app', 'banking', 'good']",0,['Positive User Experience']
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen Bank,Google Play,Wly Super App ilove,NEGATIVE,0.8581135869026184,['app'],4,['Cluster_4']
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,Dashen Bank,Google Play,proud dashen family shout serial entrepreneur,POSITIVE,0.9997852444648743,[],1,['Cluster_1']
All good we need more,3,2025-01-31,Dashen Bank,Google Play,good need,POSITIVE,0.999848484992981,"['need', 'good']",1,['Positive User Experience']
fast best app,5,2025-04-19,Dashen Bank,Google Play,fast good app,POSITIVE,0.9998605251312256,"['app', 'good']",1,['Positive User Experience']
App That makes Difference!,5,2025-01-14,Dashen Bank,Google Play,App make difference,NEUTRAL,0.5,['app'],4,['Cluster_4']
the worst app in the market only good ui,1,2025-03-22,Dashen Bank,Google Play,bad app market good ui,NEGATIVE,0.9923648834228516,"['app', 'good']",1,['Positive User Experience']
good and latest,5,2025-03-18,Dashen Bank,Google Play,good late,POSITIVE,0.9998389482498169,['good'],1,['Positive User Experience']
best platform... Please avoid otp,5,2025-02-21,Dashen Bank,Google Play,good platform avoid otp,POSITIVE,0.993248462677002,['good'],1,['Positive User Experience']
Not good this app,1,2025-02-04,Dashen Bank,Google Play,good app,POSITIVE,0.9998493194580078,"['app', 'good']",1,['Positive User Experience']
thanks for all digital transaction,5,2025-03-21,Dashen Bank,Google Play,thank digital transaction,POSITIVE,0.9998077750205994,['transaction'],1,['Transaction Issues']
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen Bank,Google Play,betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,NEUTRAL,0.5,['application'],1,['Cluster_1']
its my choice,5,2025-05-15,Dashen Bank,Google Play,choice,NEUTRAL,0.5,[],1,['Cluster_1']
it too slow,3,2025-05-29,Dashen Bank,Google Play,slow,NEUTRAL,0.5,[],1,['Cluster_1']
dashen bank or dashen super app?,1,2025-05-17,Dashen Bank,Google Play,dashen bank dashen super app,NEGATIVE,0.5405244827270508,"['app', 'bank']",1,['Cluster_1']
Dashen bank is my number one choice,5,2025-04-22,Dashen Bank,Google Play,dashen bank number choice,NEUTRAL,0.5772,['bank'],1,['Cluster_1']
best app I have ever seen,5,2025-04-29,Dashen Bank,Google Play,good app see,POSITIVE,0.9998278617858887,"['app', 'good']",1,['Positive User Experience']
U can't create account,1,2025-01-15,Dashen Bank,Google Play,u create account,POSITIVE,0.9958298802375793,['account'],1,['Cluster_1']
"Truly, db => AlwaysOneStepAhead !!",5,2025-01-14,Dashen Bank,Google Play,truly db alwaysonestepahead,NEGATIVE,0.9984061121940613,[],1,['Cluster_1']
mobile banking to the next level,5,2025-01-28,Dashen Bank,Google Play,mobile banking level,NEUTRAL,0.5,"['mobile', 'banking']",0,['Cluster_0']
I loved it,5,2025-02-05,Dashen Bank,Google Play,love,POSITIVE,0.9998735189437866,[],1,['Cluster_1']
real life changer,5,2025-05-28,Dashen Bank,Google Play,real life changer,NEUTRAL,0.5,[],1,['Cluster_1']
Is not working,1,2025-01-25,Dashen Bank,Google Play,work,NEUTRAL,0.5,['work'],1,['Cluster_1']
I love this app,5,2025-04-21,Dashen Bank,Google Play,love app,POSITIVE,0.9997610449790955,['app'],4,['Cluster_4']
wow to it saff and this app,5,2025-05-30,Dashen Bank,Google Play,wow saff app,POSITIVE,0.9958081245422363,['app'],4,['Cluster_4']
Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen Bank,Google Play,Dashen Bank Step ahead,NEUTRAL,0.5,['bank'],1,['Cluster_1']
best of best,5,2025-04-05,Dashen Bank,Google Play,good good,POSITIVE,0.9998282194137573,['good'],1,['Positive User Experience']
it's samart,5,2025-04-10,Dashen Bank,Google Play,samart,NEUTRAL,0.5,[],1,['Cluster_1']
what an App,5,2025-04-21,Dashen Bank,Google Play,App,NEUTRAL,0.5,['app'],4,['Cluster_4']
proud by dashen bank,5,2025-04-06,Dashen Bank,Google Play,proud dashen bank,POSITIVE,0.9998334646224976,['bank'],1,['Cluster_1']
We will see it,2,2025-01-15,Dashen Bank,Google Play,,NEUTRAL,0.5,[],1,['Cluster_1']
It's Best waww 🙏,5,2025-01-13,Dashen Bank,Google Play,good waww,POSITIVE,0.9998600482940674,['good'],1,['Positive User Experience']
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen Bank,Google Play,Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,NEUTRAL,0.5,['app'],4,['Cluster_4']
real super up,5,2025-04-04,Dashen Bank,Google Play,real super,POSITIVE,0.9997572302818298,[],1,['Cluster_1']
Worst app ever,1,2025-03-15,Dashen Bank,Google Play,bad app,NEGATIVE,0.9997212290763855,['app'],4,['Cluster_4']
wallahi very fantastic Bank,5,2025-03-31,Dashen Bank,Google Play,wallahi fantastic Bank,POSITIVE,0.9991859793663025,['bank'],1,['Cluster_1']
All in One,5,2025-01-14,Dashen Bank,Google Play,,NEUTRAL,0.5,[],1,['Cluster_1']
It doesn't work,1,2025-02-07,Dashen Bank,Google Play,work,NEUTRAL,0.5,['work'],1,['Cluster_1']
Dashen Bank Always One Step Ahead!,5,2025-01-14,Dashen Bank,Google Play,Dashen Bank Step ahead,NEUTRAL,0.5,['bank'],1,['Cluster_1']
The first 3 star review is me,3,2025-01-25,Dashen Bank,Google Play,star review,NEUTRAL,0.5,[],1,['Cluster_1']
keep it up!,5,2025-04-21,Dashen Bank,Google Play,,NEUTRAL,0.5,[],1,['Cluster_1']
best of best,5,2025-04-29,Dashen Bank,Google Play,good good,POSITIVE,0.9998282194137573,['good'],1,['Positive User Experience']
This is My Bank!,5,2025-01-15,Dashen Bank,Google Play,Bank,NEUTRAL,0.5,['bank'],1,['Cluster_1']
ALWAYS ONE STEP AHEAD,5,2025-01-14,Dashen Bank,Google Play,step ahead,NEUTRAL,0.5,[],1,['Cluster_1']
no one dashen yichlal,5,2025-03-07,Dashen Bank,Google Play,dashen yichlal,NEUTRAL,0.5,[],1,['Cluster_1']
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen Bank,Google Play,like mobile banking app overall user interface navigation awesome lack instant response deposit withdraw money,NEGATIVE,0.9917946457862854,"['app', 'mobile', 'banking', 'like', 'user', 'money']",0,['Cluster_0']
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen Bank,Google Play,good time say duplicate transaction,POSITIVE,0.7822734713554382,"['transaction', 'good', 'time']",3,['Transaction Issues']
love,3,2025-06-06,Dashen Bank,Google Play,love,POSITIVE,0.9998735189437866,[],1,['Cluster_1']
Good,4,2025-05-13,Dashen Bank,Google Play,good,POSITIVE,0.9998161196708679,['good'],1,['Positive User Experience']
good,4,2025-05-31,Dashen Bank,Google Play,good,POSITIVE,0.9998161196708679,['good'],1,['Positive User Experience']
Totally amazing,5,2025-05-13,Dashen Bank,Google Play,totally amazing,POSITIVE,0.9998782873153687,[],1,['Cluster_1']
nice application,5,2025-05-27,Dashen Bank,Google Play,nice application,POSITIVE,0.9998229146003723,['application'],1,['Cluster_1']
Game changer,5,2025-05-13,Dashen Bank,Google Play,game changer,NEUTRAL,0.5,[],1,['Cluster_1']
good,5,2025-05-16,Dashen Bank,Google Play,good,POSITIVE,0.9998161196708679,['good'],1,['Positive User Experience']
Fantastic,5,2025-05-16,Dashen Bank,Google Play,fantastic,POSITIVE,0.9998743534088135,[],1,['Cluster_1']
good,5,2025-05-28,Dashen Bank,Google Play,good,POSITIVE,0.9998161196708679,['good'],1,['Positive User Experience']
top,5,2025-05-31,Dashen Bank,Google Play,,NEUTRAL,0.5,[],1,['Cluster_1']
always lagging,1,2025-05-16,Dashen Bank,Google Play,lag,NEGATIVE,0.9996507167816162,[],1,['Cluster_1']
